,tweet_source,tweet_text,tweet_date,tweet_vader_score,tweet_pos_score,tweet_neu_score,tweet_neg_score
137,CNN,"They pledge. Get hazed. The cycle continues.

How Greek life perpetuates an ""environment of fear""… https://t.co/cZuCv4hUpt",Mon Aug 27 00:00:00 +0000 2018,0.0,0.0,1.0,0.0
138,CNN,How Arizona will fill John McCain's seat — and who might fill it https://t.co/CrJoUrv8J7 https://t.co/6Jy9MOf1uQ,Sun Aug 26 23:45:00 +0000 2018,0.0,0.0,1.0,0.0
139,CNN,"Former White House communications director Anthony Scaramucci says President Trump ""would have a nightmare on his h… https://t.co/8VwfyR19Ss",Sun Aug 26 23:30:01 +0000 2018,0.0,0.0,1.0,0.0
140,BBC News (World),North Korea grants humanitarian release to Japanese tourist https://t.co/PNkDSuhbAg,Mon Aug 27 02:39:28 +0000 2018,0.2263,0.192,0.808,0.0
141,BBC News (World),Pope keeps silent on abuse claim letter at end of Irish visit https://t.co/Ni1gxFxWZR,Mon Aug 27 02:24:00 +0000 2018,-0.6369,0.0,0.741,0.259
142,BBC News (World),Myanmar Reuters journalists Wa Lone and Kyaw Soe Oo await verdict https://t.co/rccFV47cQz,Mon Aug 27 01:27:15 +0000 2018,-0.0258,0.213,0.638,0.149
143,BBC News (World),Colombia anti-corruption referendum fails to meet quorum https://t.co/ClpuO5E6y7,Mon Aug 27 00:53:25 +0000 2018,-0.4215,0.0,0.714,0.286
144,BBC News (World),Sri Lanka mass grave: Dozens of skeletons found in Mannar https://t.co/dyAjh9g8Fu,Sun Aug 26 23:14:45 +0000 2018,-0.3818,0.0,0.794,0.206
145,BBC News (World),"Mass shooting in Jacksonville, Florida https://t.co/hlxQQ4IJoU",Sun Aug 26 18:42:55 +0000 2018,0.0,0.0,1.0,0.0
146,BBC News (World),When the Pope asked Ireland for forgiveness https://t.co/E1zMBHGzZp,Sun Aug 26 17:57:02 +0000 2018,0.2732,0.231,0.769,0.0
147,BBC News (World),"""He was always willing to speak truth to power"" - Tributes to John McCain

https://t.co/VoG3VTnCRu https://t.co/QehdNdHnic",Sun Aug 26 16:49:09 +0000 2018,0.3182,0.141,0.859,0.0
148,BBC News (World),RT @BBCNews: Neil Simon: Celebrated US playwright dies aged 91 https://t.co/S6Ew4Qk73Q,Sun Aug 26 16:45:16 +0000 2018,0.5719,0.27,0.73,0.0
149,BBC News (World),Papal visit: Vigils remember Church abuse victims https://t.co/5rKkCShAxz,Sun Aug 26 16:14:40 +0000 2018,-0.7579,0.0,0.48,0.52
150,BBC News (World),German town evacuated over WW2 bomb https://t.co/ALnTTHQFIC,Sun Aug 26 15:49:27 +0000 2018,-0.4939,0.0,0.652,0.348
151,BBC News (World),Can man's best friend help take down the ivory trade? 🐕🐘 https://t.co/83K8s0IkOA,Sun Aug 26 15:26:39 +0000 2018,0.8779,0.529,0.471,0.0
152,BBC News (World),"RT @BBCNews: Egypt hotel deaths: ""As soon as they went into the bedroom my daughter said she could smell something funny - that wasn't righ…",Sun Aug 26 15:26:35 +0000 2018,0.4404,0.112,0.888,0.0
153,BBC News (World),"RT @bbcworldservice: ""Entangled in a fishing net... it was as torturously sad as anything I've ever seen in my whole life."" The race to sav…",Sun Aug 26 15:20:21 +0000 2018,-0.743,0.0,0.777,0.223
154,BBC News (World),"RT @bbcf1: 🇩🇪 Sebastian Vettel wins! 

Lewis Hamilton finishes second, meaning his lead at the top is cut from 24 points to 17.

Live #Belg…",Sun Aug 26 14:44:33 +0000 2018,0.5707,0.194,0.736,0.07
155,BBC News (World),Afghanistan Islamic State leader 'killed in air strike' https://t.co/SSeOPBElfN,Sun Aug 26 14:35:06 +0000 2018,-0.7184,0.0,0.538,0.462
156,BBC News (World),"RT @BBCNewsNI: ""I was disappointed there isn't going to be a more open and transparent accountability process."" Marie Collins was one of th…",Sun Aug 26 14:07:01 +0000 2018,-0.4767,0.0,0.871,0.129
157,BBC News (World),Australia: Illegal boat runs aground in Queensland crocodile swamp https://t.co/gM9OCV2sPG,Sun Aug 26 13:46:00 +0000 2018,-0.5574,0.0,0.714,0.286
158,BBC News (World),"These endangered birds have no sense of direction, so conservationists came up with a novel way to get them home...… https://t.co/euDXjyNNHL",Sun Aug 26 12:37:00 +0000 2018,0.0258,0.102,0.8,0.098
159,BBC News (World),Iran MPs vote to remove economy minister amid financial crisis https://t.co/8awQ4Nx6rx,Sun Aug 26 12:04:12 +0000 2018,-0.6249,0.0,0.709,0.291
160,CBS News,"Almanac: Don LaFontaine, the voice of movie trailers https://t.co/NYQAFObS5e https://t.co/YhjuNHnHbe",Mon Aug 27 05:33:03 +0000 2018,0.0,0.0,1.0,0.0
161,CBS News,"Revisiting Hanoi, where John McCain was shot down and held as a POW https://t.co/1PGawfkryk https://t.co/B9EYaB6jEW",Mon Aug 27 05:18:03 +0000 2018,0.0,0.0,1.0,0.0
162,CBS News,A portrait of America https://t.co/r2u2pmdN51 https://t.co/hQP1CZpu8P,Mon Aug 27 05:03:04 +0000 2018,0.0,0.0,1.0,0.0
163,CBS News,Arizona Gov. Doug Ducey will name McCain's replacement after funeral https://t.co/u6TovODXIK https://t.co/NyNzB51pPd,Mon Aug 27 04:48:04 +0000 2018,-0.3612,0.0,0.815,0.185
164,CBS News,Ken Chenault on leadership and success at American Express https://t.co/6QO6G3OfMT https://t.co/5WjyhYCBPp,Mon Aug 27 04:44:24 +0000 2018,0.5719,0.27,0.73,0.0
165,CBS News,"WATCH: As news of the mass shooting in Jacksonville, Florida, broke Sunday, organizations, celebrities, sports team… https://t.co/OcZX4uqUi9",Mon Aug 27 04:32:28 +0000 2018,-0.4215,0.0,0.851,0.149
166,CBS News,Remembering 1968: Chicago's bloody Democratic Convention https://t.co/rpIt1j4PMO https://t.co/Z5TxZMfjhN,Mon Aug 27 04:18:04 +0000 2018,-0.4404,0.0,0.707,0.293
167,CBS News,Schumer proposes renaming Russell Senate Office Building after John McCain https://t.co/Yoa5LwiB9c https://t.co/slCIT5LQHX,Mon Aug 27 04:03:04 +0000 2018,0.0,0.0,1.0,0.0
168,CBS News,"It’s the hottest new form of money on the market, but it doesn’t come out of an ATM. It has to be mined. Stream the… https://t.co/psbQp3VKqd",Mon Aug 27 03:48:41 +0000 2018,0.0,0.0,1.0,0.0
169,CBS News,Reclaiming the American prairie https://t.co/TgHTymXyGz https://t.co/GOcxIHfe59,Mon Aug 27 03:48:04 +0000 2018,0.0,0.0,1.0,0.0
170,CBS News,Art Garfunkel on finding his voice again https://t.co/7tnV2slmds https://t.co/zWwm68kic8,Mon Aug 27 03:33:05 +0000 2018,0.0,0.0,1.0,0.0
171,CBS News,McCain requested Obama and George W. Bush deliver eulogies at funeral https://t.co/CszOJZk1uA https://t.co/fj4ODvGlu9,Mon Aug 27 03:18:03 +0000 2018,-0.3612,0.0,0.828,0.172
172,CBS News,"Tropical Storm Lane spares Hawaii from a direct hit, but still dumps at least 4 feet of rain https://t.co/CA6JLq5ljY https://t.co/L3XBvdRUiA",Mon Aug 27 02:44:23 +0000 2018,-0.5499,0.0,0.827,0.173
173,CBS News,"Eleven former staffers at a prominent New Hampshire prep school have been accused of fondling, forced kissing and o… https://t.co/biipDRJvOs",Mon Aug 27 02:24:04 +0000 2018,0.2023,0.229,0.573,0.198
174,CBS News,"Hawaii wins the 2018 Little League World Series championship, its first in a decade, defeating South Korea 3-0… https://t.co/3b2ThS4Ge2",Mon Aug 27 01:45:28 +0000 2018,0.6124,0.273,0.62,0.107
175,CBS News,CONGRATS (little) GRAD: A baby boy born at only 22 weeks was given a tiny cap and gown after “graduating” from the… https://t.co/yJxUjFAiyT,Mon Aug 27 01:25:04 +0000 2018,0.6289,0.171,0.829,0.0
176,CBS News,"Four-year-old Dylan Stich was wary about jumping off the diving board, until 95-year-old Daniel Biss, an Air Force… https://t.co/tzGgcGNFGJ",Mon Aug 27 01:05:00 +0000 2018,0.0772,0.067,0.933,0.0
177,CBS News,"Former Vatican official claims Pope Francis knew of abusive ex-cardinal, calls for his resignation… https://t.co/MLsvAByT6P",Mon Aug 27 00:44:39 +0000 2018,-0.6369,0.0,0.769,0.231
178,CBS News,"John McCain remembered: Obama, family and more pay tribute https://t.co/HuTdQPm1D4 https://t.co/FQD0YAAevt",Mon Aug 27 00:24:42 +0000 2018,-0.1761,0.0,0.855,0.145
179,CBS News,"There’s a new gold rush going down in cities across America, but it doesn’t look at all like you’d think. Stream th… https://t.co/xQ2CEYX8u4",Mon Aug 27 00:05:31 +0000 2018,0.5023,0.134,0.866,0.0
180,The New York Times,Russia is unveiling a floating nuclear power plant that is for now the only one of its kind https://t.co/L8AMNwvtAm,Mon Aug 27 05:45:06 +0000 2018,0.5267,0.167,0.833,0.0
181,The New York Times,Australia’s new prime minister speaks often and openly about his Christian faith — a rarity among Australian politi… https://t.co/44dv8jtQYJ,Mon Aug 27 05:30:10 +0000 2018,0.4215,0.149,0.851,0.0
182,The New York Times,A Japanese tourist in North Korea was detained after apparently filming footage of a military facility in the area https://t.co/eYYSl14wb5,Mon Aug 27 05:15:05 +0000 2018,-0.4019,0.0,0.863,0.137
183,The New York Times,"A.E. Hotchner, the man who was everybody’s best friend — Ernest Hemingway’s, anyway, and Paul Newman’s — wrote his… https://t.co/YVeTUUbOGc",Mon Aug 27 05:00:05 +0000 2018,0.8126,0.316,0.684,0.0
184,The New York Times,"Brands are reintroducing products for new generations. “What’s old is new again."" https://t.co/YpQWhHpJik",Mon Aug 27 04:45:02 +0000 2018,0.0,0.0,1.0,0.0
185,The New York Times,"""It’s like Jekyll and Hyde.” Duncan Hunter boasted a glittering political resume, but a corruption scandal could ho… https://t.co/AirjOvslGG",Mon Aug 27 04:30:09 +0000 2018,-0.4767,0.085,0.728,0.187
186,The New York Times,"“This is very unusual in Chicago,” a Fire Department spokesman said. “We’re going the wrong way fast, and it’s very… https://t.co/KR9pYG34cI",Mon Aug 27 04:15:04 +0000 2018,-0.6705,0.0,0.766,0.234
187,The New York Times,"""Crazy Rich Asians"" had a decrease of only 6 percent in ticket sales compared to its opening weekend. That kind of… https://t.co/YET4PzQUWM",Mon Aug 27 04:00:08 +0000 2018,0.6808,0.265,0.644,0.091
188,The New York Times,"In a memo, Defense Secretary Jim Mattis urged President Trump to build a national strategy for A.I. that matches th… https://t.co/hWyIum5Jc7",Mon Aug 27 03:45:04 +0000 2018,0.128,0.077,0.923,0.0
189,The New York Times,"In Brazil, ‘Queer Museum’ Is Censored, Debated, Then Celebrated https://t.co/yj3I4g1g6J",Mon Aug 27 03:31:24 +0000 2018,0.4767,0.278,0.602,0.12
190,The New York Times,"Alice Dunnigan, the first black woman to cover the White House, will be honored with a bronze statue at the Newseum https://t.co/8T15ZmrGEf",Mon Aug 27 03:17:40 +0000 2018,0.5859,0.16,0.84,0.0
191,The New York Times,"A nationwide prisoner strike is drawing attention to low inmate wages, decrepit facilities and harsh sentences. “Pe… https://t.co/FH55aC58sO",Mon Aug 27 03:00:05 +0000 2018,-0.8316,0.052,0.517,0.431
192,The New York Times,"President Trump didn't make even the most cursory public show of respect for John McCain, against whom he had conti… https://t.co/6VX8qrIxdI",Mon Aug 27 02:45:02 +0000 2018,0.4767,0.134,0.866,0.0
193,The New York Times,The Nuclear Power Plant of the Future May Be Floating Near Russia https://t.co/8TA8ck1eGH,Mon Aug 27 02:31:33 +0000 2018,0.0,0.0,1.0,0.0
194,The New York Times,"""Let the obvious sit too long and it becomes like an animal in a zoo: pointed at, but never exercised, and idly wan… https://t.co/vRsvmhT0DV",Mon Aug 27 02:29:57 +0000 2018,0.1901,0.074,0.926,0.0
195,The New York Times,"How does a movie or TV show prevent a steamy scene from becoming a #MeToo experience for the actors? Enter the ""int… https://t.co/8GSStJKvhM",Mon Aug 27 02:13:02 +0000 2018,0.0258,0.055,0.945,0.0
196,The New York Times,"""I prefer the early plays,"" our critic writes about Neil Simon's work. ""That’s in part because they literally don’t… https://t.co/dmKywcnDlY",Mon Aug 27 01:57:04 +0000 2018,-0.2732,0.0,0.9,0.1
197,The New York Times,North Korea to Expel a Japanese Tourist Accused of Crime https://t.co/ZfFyHRgNFq,Mon Aug 27 01:43:31 +0000 2018,-0.8225,0.0,0.449,0.551
198,The New York Times,"As a Nation Mourns McCain, Trump Is Conspicuously Absent https://t.co/oej85plXWD",Mon Aug 27 01:27:25 +0000 2018,-0.5267,0.0,0.702,0.298
199,The New York Times,Open floor plan offices can be a challenge. Here's how to make your work space a bit more bearable. https://t.co/sUG75mhvwC,Mon Aug 27 01:16:37 +0000 2018,0.0772,0.071,0.929,0.0
200,Fox News,".@marykissel: ""You cannot underestimate the political peril that this president is in if @TheDemocrats retake the H… https://t.co/z9mKwGfghd",Mon Aug 27 03:17:00 +0000 2018,-0.2052,0.092,0.777,0.131
201,Fox News,"John Kaites: “[@SenJohnMcCain] was really open, caring, hardworking and an intentional listener.” https://t.co/b5qqep5IdN",Mon Aug 27 03:10:00 +0000 2018,0.539,0.225,0.775,0.0
202,Fox News,"Earlier today, @IvankaTrump commemorated #WomensEqualityDay. https://t.co/9I1sIqF6gE",Mon Aug 27 03:03:00 +0000 2018,0.0,0.0,1.0,0.0
203,Fox News,Celebrities react to Jacksonville 'mass shooting' https://t.co/oJqFPGr3yv,Mon Aug 27 02:58:00 +0000 2018,0.0,0.0,1.0,0.0
204,Fox News,"OPINION: Iran's forgotten persecuted Christian minority 
 https://t.co/VnBxIn3gWm",Mon Aug 27 02:53:00 +0000 2018,-0.4939,0.0,0.543,0.457
205,Fox News,RT @FoxBusiness: Here’s how Chicago plans to fix its $28B pension deficit  https://t.co/9RAdIplcjX,Mon Aug 27 02:48:12 +0000 2018,-0.4019,0.0,0.816,0.184
206,Fox News,"McCain remembered by world leaders for 'service to freedom, democracy and rule of law' https://t.co/LT7xjoviBK",Mon Aug 27 02:45:00 +0000 2018,0.6369,0.231,0.769,0.0
207,Fox News,".@RealCandaceO on @realDonaldTrump: ""I think that what he did in this country was the most necessary thing by killi… https://t.co/vbLjHRmYNN",Mon Aug 27 02:37:33 +0000 2018,0.0,0.0,1.0,0.0
208,Fox News,Gunman kills two at video game tournament in Florida before turning weapon on himself. https://t.co/uTPnJlkhaX https://t.co/L0r7bGpWCJ,Mon Aug 27 02:34:19 +0000 2018,-0.6908,0.0,0.711,0.289
209,Fox News,.@GovMikeHuckabee Remembers Sen. John McCain: He Was an 'Incredibly Gracious and Grateful Person' https://t.co/GB8rtUEJGi,Mon Aug 27 02:33:00 +0000 2018,0.7996,0.374,0.626,0.0
210,Fox News,"John McCain's military career, from his time as Vietnam War POW to role in passing defense bill https://t.co/pvGXFdWRul",Mon Aug 27 02:26:07 +0000 2018,-0.5267,0.07,0.748,0.182
211,Fox News,".@KatiePavlich: ""Conservatism to me is limited government, liberty and sticking to the Constitution and realizing t… https://t.co/75n3Wgpc9i",Mon Aug 27 02:16:38 +0000 2018,0.3612,0.167,0.739,0.094
212,Fox News,".@RealCandaceO: ""Liberalism to me means bondage and conservatism means freedom. The freedom to choose, the freedom… https://t.co/V6IvKbJKmd",Mon Aug 27 02:16:07 +0000 2018,0.8555,0.359,0.641,0.0
213,Fox News,".@KatiePavlich: ""I wrote a letter to @BillClinton when I was six years old about taxes and how it was unfair that h… https://t.co/Z4QBw7VjLp",Mon Aug 27 02:09:23 +0000 2018,-0.4767,0.0,0.866,0.134
214,Fox News,"13th suspect arrested in Bronx teen 'Junior' Guzman's killing, report says https://t.co/uTKdyyVy5I",Mon Aug 27 02:03:15 +0000 2018,-0.8658,0.0,0.481,0.519
215,Fox News,".@LisaMarieBoothe on Kavanaugh hearing: ""The changes to the judiciary are going to be lasting legacy of President… https://t.co/6Tps4yDu2Y",Mon Aug 27 01:49:47 +0000 2018,0.0,0.0,1.0,0.0
216,Fox News,Sgt. Joey Jones on McCain's Military Impact: War Doesn't Have to Steal 'Your Will for Tomorrow' https://t.co/Ie14KwHmys,Mon Aug 27 01:41:34 +0000 2018,-0.312,0.122,0.697,0.181
217,Fox News,Jacksonville Madden tournament targeted by gunman was early qualifier https://t.co/xrxnfSvCHH,Mon Aug 27 01:31:22 +0000 2018,0.0,0.0,1.0,0.0
218,Fox News,"Clinton, Obama among Democrats paying tribute to McCain's commitment to bipartisanship https://t.co/g8qlpiPmzM",Mon Aug 27 01:23:02 +0000 2018,0.3818,0.191,0.809,0.0
219,Fox News,"Flowers, candles and notes honoring Sen. John McCain​ are left outside of a Phoenix mortuary. The two-time presiden… https://t.co/oGoswfFq9l",Mon Aug 27 01:12:47 +0000 2018,0.5106,0.163,0.837,0.0
220,CNN,Colleagues share memorable moments with John McCain https://t.co/jMOM5HB3EL https://t.co/cbbnYDOoNm,Sun Aug 26 23:15:00 +0000 2018,0.296,0.216,0.784,0.0
221,CNN,New Mexico compound suspects allegedly planned to attack Atlanta's Grady Hospital https://t.co/tKzpxZwIm5 https://t.co/ygB9BLWHQt,Sun Aug 26 23:00:00 +0000 2018,-0.6705,0.0,0.667,0.333
222,CNN,Pope's visit fails to soothe Irish fury over abuse https://t.co/aDXzVA53FG https://t.co/i4Q1z5RI1d,Sun Aug 26 22:45:00 +0000 2018,-0.8481,0.124,0.347,0.53
223,CNN,Chicago fire kills 8 people — including 6 kids — in a home with no smoke detector https://t.co/SOJCkY9x2G https://t.co/4Nq2wxqsdR,Sun Aug 26 22:30:00 +0000 2018,-0.7964,0.0,0.576,0.424
224,CNN,"North Korean leader Kim Jong Un's charm offensive wins over other nations while President Trump stews, writes Saman… https://t.co/wUKX1tx8Dt",Sun Aug 26 22:15:00 +0000 2018,0.5267,0.252,0.63,0.118
225,CNN,Is capitalism losing or socialism gaining? Yes. https://t.co/TZoFDkTQ0P | Analysis by Gregory Krieg https://t.co/pFMEk6BTsm,Sun Aug 26 22:00:01 +0000 2018,0.4404,0.304,0.552,0.144
226,CNN,"Hillary Clinton lauds John McCain as ""a patriot regardless of party"" https://t.co/bDCzknBs5e https://t.co/TTmIX7p3eQ",Sun Aug 26 21:45:00 +0000 2018,0.4019,0.184,0.816,0.0
227,CNN,Fasten your seat belts for a wild fall on Wall Street https://t.co/oB6a1Yvc2U https://t.co/JqCJn1TFJU,Sun Aug 26 21:30:01 +0000 2018,0.0,0.0,1.0,0.0
228,CNN,"Stargazers, get ready because Sunday night is the last time to see a full moon this summer https://t.co/qbyIKoQ2PX https://t.co/K5Sw41HQzw",Sun Aug 26 21:15:35 +0000 2018,0.3612,0.128,0.872,0.0
229,CNN,Hawaii faces heavy rains as Tropical Storm Lane remains weak https://t.co/N2vVA2rfXD https://t.co/iOZi62adma,Sun Aug 26 21:00:01 +0000 2018,-0.4404,0.0,0.791,0.209
230,CNN,"Authorities have cleared the scene of a shooting at a video game tournament in Jacksonville, Florida. Police say th… https://t.co/rpE33FE2Q6",Sun Aug 26 20:50:13 +0000 2018,0.1027,0.076,0.924,0.0
231,CNN,This Ferrari GTO is the most valuable car ever auctioned. It sold for $48 million. https://t.co/Bh1AQeyG1V https://t.co/LyCptE66uE,Sun Aug 26 20:45:04 +0000 2018,0.5256,0.175,0.825,0.0
232,CNN,New Mexico compound family struggled with life off the grid https://t.co/nmyKVhueEj https://t.co/lxZfZzb5tU,Sun Aug 26 20:30:07 +0000 2018,-0.34,0.0,0.821,0.179
233,CNN,"Katherine Johnson, who hand-crunched the numbers for America's first manned space flight, is 100 today… https://t.co/CXCa6hNXqr",Sun Aug 26 20:15:03 +0000 2018,0.0,0.0,1.0,0.0
234,CNN,How John McCain's running mate remembers him https://t.co/8UZKbUtIZ3 https://t.co/UgldRDOllO,Sun Aug 26 20:00:05 +0000 2018,0.0,0.0,1.0,0.0
235,CNN,John McCain will lie in state in Arizona on Wednesday https://t.co/czmayQzGhG https://t.co/8qtpAPrZCv,Sun Aug 26 19:53:06 +0000 2018,0.0,0.0,1.0,0.0
236,CNN,"""I am mourning, America is mourning."" Democratic Sen. Chuck Schumer reflects on the death of his colleague and frie… https://t.co/EVWraHl1kb",Sun Aug 26 19:46:02 +0000 2018,-0.7783,0.0,0.726,0.274
237,CNN,"What we know about the shooting at a video game tournament in Jacksonville:
■ Multiple fatalities — including one s… https://t.co/ACjkIr26xc",Sun Aug 26 19:39:05 +0000 2018,-0.5994,0.0,0.813,0.187
238,CNN,"""Everybody was crying, yelling"": Florida video game tournament shooting witness describes how he crawled into the b… https://t.co/bLbTDQsVA6",Sun Aug 26 19:32:56 +0000 2018,-0.4767,0.0,0.846,0.154
239,CNN,How the sports world is honoring Sen. John McCain https://t.co/feAuFuAUoA https://t.co/aXby0yFP4o,Sun Aug 26 19:22:04 +0000 2018,0.5106,0.248,0.752,0.0
240,BBC News (World),Asian Games: Unified Korea boating team win historic gold https://t.co/mvFQFtOgeq,Sun Aug 26 11:45:40 +0000 2018,0.7506,0.444,0.556,0.0
241,BBC News (World),John McCain: Tributes as Vietnam veteran and six-term senator dies at 81 https://t.co/zzoGkvexyG,Sun Aug 26 11:20:32 +0000 2018,0.0,0.0,1.0,0.0
242,BBC News (World),"It's hard to imagine... but turtles didn't always have shells 🐢

https://t.co/JPw7CqVCck https://t.co/eylvFfokzN",Sun Aug 26 11:06:25 +0000 2018,-0.0516,0.0,0.909,0.091
243,BBC News (World),Five times McCain clashed with Trump https://t.co/9roNpZ3vXX,Sun Aug 26 11:01:12 +0000 2018,0.0,0.0,1.0,0.0
244,BBC News (World),Zimbabwe election: Mnangagwa sworn in as dispute continues https://t.co/YDvuVulh5n,Sun Aug 26 10:37:35 +0000 2018,-0.4019,0.0,0.748,0.252
245,BBC News (World),"Pope Francis asks for ""firm and decisive"" action to secure ""truth and justice"" for survivors of clerical abuse, dur… https://t.co/04DNyxD4Cg",Sun Aug 26 09:51:19 +0000 2018,0.5859,0.342,0.514,0.144
246,BBC News (World),"Pope Francis must ""get his head around"" the struggles of those who have suffered clerical sex abuse, says one survi… https://t.co/4jktBfVkYi",Sun Aug 26 09:33:53 +0000 2018,-0.872,0.0,0.645,0.355
247,BBC News (World),"US war hero, maverick, political titan - the life of John McCain",Sun Aug 26 08:03:23 +0000 2018,-0.0772,0.218,0.545,0.236
248,BBC News (World),Didi Chuxing suspends carpool service after woman killed https://t.co/4mla2ybwgV,Sun Aug 26 06:59:35 +0000 2018,-0.6705,0.0,0.64,0.36
249,BBC News (World),Papal visit: Pope Francis travels to Knock Shrine https://t.co/ydtFDWMODl,Sun Aug 26 05:20:57 +0000 2018,0.0,0.0,1.0,0.0
250,BBC News (World),Julie Bishop 'to resign as foreign minister' https://t.co/y4H5s4MHAp,Sun Aug 26 03:29:17 +0000 2018,-0.34,0.0,0.745,0.255
251,BBC News (World),Meet an ivory trafficker's 'worst nightmare' https://t.co/m28RlziSgY,Sun Aug 26 02:22:56 +0000 2018,-0.6249,0.0,0.594,0.406
252,BBC News (World),Finding a solution to Canada's Indigenous water crisis https://t.co/rcdbQTH7pp,Sun Aug 26 01:58:13 +0000 2018,-0.4215,0.185,0.484,0.331
253,BBC News (World),A Turkish headache for the West https://t.co/V6idaPH5ER,Sun Aug 26 01:55:10 +0000 2018,0.0,0.0,1.0,0.0
254,BBC News (World),The key moments in John McCain's life https://t.co/Zd0RlAAPcv,Sun Aug 26 00:41:48 +0000 2018,0.0,0.0,1.0,0.0
255,BBC News (World),Obituary: John McCain https://t.co/cUKl0efRs2,Sun Aug 26 00:33:48 +0000 2018,0.0,0.0,1.0,0.0
256,BBC News (World),US Senator John McCain dies aged 81 https://t.co/Sge1AtsTtk,Sun Aug 26 00:28:23 +0000 2018,0.0,0.0,1.0,0.0
257,BBC News (World),Colombia hopes a referendum will help root out corruption https://t.co/V3qCSVeesN,Sat Aug 25 23:40:43 +0000 2018,0.6705,0.44,0.56,0.0
258,BBC News (World),Asian Games: India's elderly bridge players aim for glory https://t.co/HuwxrXBFgD,Sat Aug 25 23:38:16 +0000 2018,0.5423,0.28,0.72,0.0
259,BBC News (World),Costa Rica march in solidarity with Nicaraguan migrants https://t.co/tfk2mO5ipl,Sat Aug 25 23:26:39 +0000 2018,0.296,0.216,0.784,0.0
260,CBS News,“One violent crime in our city is one too many. Tonight we pray for the wounded. And we pray for the families of th… https://t.co/Ns5jVT96M8,Sun Aug 26 23:54:31 +0000 2018,-0.5859,0.139,0.636,0.224
261,CBS News,"Jacksonville shooting: A 24-year-old Baltimore, Maryland, man is believed to be the shooter, according to the Jacks… https://t.co/uZ8Ltmqy0H",Sun Aug 26 23:48:25 +0000 2018,0.0,0.0,1.0,0.0
262,CBS News,"Jacksonville shooting: Authorities say 3 individuals were found dead at the scene of the shooting, including the su… https://t.co/Cc0Dx8UdP1",Sun Aug 26 23:44:27 +0000 2018,-0.6486,0.0,0.798,0.202
263,CBS News,"""All of us can aspire to the courage to put the greater good above our own,"" says Former President Obama about John… https://t.co/C8ahEBfXMW",Sun Aug 26 23:27:08 +0000 2018,0.8225,0.301,0.699,0.0
264,CBS News,"Chicago apartment fire kills 8, including 6 children https://t.co/wI4aQPlOx9 https://t.co/XSSKQuhO5o",Sun Aug 26 23:04:42 +0000 2018,-0.7096,0.0,0.543,0.457
265,CBS News,"Jacksonville, Fla., shooting: Preliminary reports say four people were killed and at least nine wounded. It is uncl… https://t.co/O54nE3Oowf",Sun Aug 26 22:46:01 +0000 2018,-0.6705,0.0,0.8,0.2
266,CBS News,"Multiple people have been killed after a shooting at a video game tournament Sunday in Jacksonville, Florida. Here… https://t.co/UyYUj6HhKM",Sun Aug 26 22:27:10 +0000 2018,-0.6705,0.0,0.78,0.22
267,CBS News,"Pope Francis apologizes for Catholic Church's ""crimes"" in Ireland https://t.co/vJoubDEcQt https://t.co/0rcu3O7rw3",Sun Aug 26 22:00:54 +0000 2018,0.3612,0.2,0.8,0.0
268,CBS News,"Jacksonville Sheriff Mike Williams said one suspect, a white male, was killed at The Jacksonville Landing in the ci… https://t.co/LMf8JNfSH5",Sun Aug 26 21:46:25 +0000 2018,-0.7717,0.0,0.717,0.283
269,CBS News,"""In the end, it matters less that you can fight. What you fight for is the real test."" The greatest quotes from Joh… https://t.co/k2VjOsPaJA",Sun Aug 26 21:40:36 +0000 2018,0.0258,0.174,0.656,0.17
270,CBS News,A look at the last moments @60Minutes shared with John McCain https://t.co/h5hifVVHL7 https://t.co/5spcASa25a,Sun Aug 26 21:20:35 +0000 2018,0.34,0.179,0.821,0.0
271,CBS News,"It’s the hottest new form of money on the market, but it doesn’t come out of an ATM. It has to be mined. Stream the… https://t.co/7nErC1uGy1",Sun Aug 26 20:56:40 +0000 2018,0.0,0.0,1.0,0.0
272,CBS News,SOON: @JSOPIO to hold news conference on mass shooting at a Madden gaming tournament that left multiple people dead… https://t.co/z9noLDSr8u,Sun Aug 26 20:32:20 +0000 2018,0.0,0.0,1.0,0.0
273,CBS News,"""The President has been briefed and we are monitoring the situation in Jacksonville, FL,"" @PressSec says.… https://t.co/JsY3mmxhvp",Sun Aug 26 19:55:52 +0000 2018,0.0,0.0,1.0,0.0
274,CBS News,"""It could have been me,"" says contestant, who was on his way to Madden tournament where deadly mass shooting happen… https://t.co/lQO0zzCGnv",Sun Aug 26 19:51:26 +0000 2018,0.0,0.0,1.0,0.0
275,CBS News,Florida Gov. Rick Scott tweeted that he is offering state resources to the local sheriff's office after a mass shoo… https://t.co/tOYdLzeSoz,Sun Aug 26 19:24:33 +0000 2018,0.0,0.0,1.0,0.0
276,CBS News,BREAKING: Multiple people have been killed in a mass shooting at a mall hosting a Madden tournament in Jacksonville… https://t.co/j0YwP1B7Ru,Sun Aug 26 19:02:42 +0000 2018,-0.6705,0.0,0.78,0.22
277,CBS News,"Jacksonville police are responding to a ""mass shooting"" believed to be at a venue hosting a regional Madden tournam… https://t.co/EurxmWaeJZ",Sun Aug 26 18:54:11 +0000 2018,0.0,0.0,1.0,0.0
